2020-08-21 14:16:39,242 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] all leaves size: 31 
2020-08-21 14:16:39,244 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,244 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,245 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,246 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:39,246 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-7] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
