2020-08-21 14:16:51,356 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] all leaves size: 31 
2020-08-21 14:16:51,358 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,358 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,358 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
2020-08-21 14:16:51,359 DEBUG com.laminatimes.controller.LeavesController [http-nio-8086-exec-9] Leave: LeaveVo{id=11, leaveName='test leave4', startDate=null, endDate=null, noOfDays=3, comments='test comments', approverComments='approverComments asdfas', createdBy='sravan', createDate=null, modifiedBy='Ravi', modifiedDate=null, employeeId=0}
